bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Are there any red-flag symptoms I should know about?,None that I noticed.,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,I had a high fever last night.
Hello! How are you today?,I feel tired.,I feel sick.,I am fine.,My tummy hurts.,I am okay.
Does your knee hurt?,"Yes, it hurts here.",A little.,"No, it is okay.",It hurts when I move.,"Yes, my knee hurts."
How do you feel?,I feel sad.,I feel sick.,I feel better.,I feel okay.,I feel hot.
Does your tummy hurt?,A little.,Yes.,It hurts now.,No.,"Yes, after eating."
Can I look in your mouth?,I am ready.,Okay.,Please be gentle.,Yes.,"Yes, Doctor."
What is wrong today?,I have had a headache since two days ago.,My head hurts.,I have a headache.,I feel sick.,I do not feel well.
When did it start?,Two days ago.,It started two days ago.,This morning.,Yesterday.,Last night.
Do you have a fever?,"No, I do not.",Maybe a little.,"Yes, I feel hot.","Yes, since last night.",My mom checked. It was high.
Can you tell me more about your symptoms?,The pain comes and goes.,It is worse at night.,My tummy hurts when I move.,"I have a sore throat, and it started two days ago.",I also feel tired.
Have you noticed any allergies?,No known allergies.,I sneeze near dust.,I get itchy in spring.,I am not sure.,Some foods make my tummy hurt.
What was your temperature this morning?,It was 38 degrees.,I do not know the number.,My mom said it was high.,"I felt hot, but we did not check.",It was normal.
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,My throat pain started after running.,"I’ve had a runny nose since two days ago, and it’s affecting my sleep.",I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,I had a high fever last night.,None that I noticed.,No chest pain or breathing trouble.
Hello! How are you today?,My tummy hurts.,I am okay.,I feel tired.,I am fine.,I feel sick.
Does your eye hurt?,"Yes, it hurts here.","No, it is okay.","Yes, my eye hurts.",It hurts when I move.,A little.
How do you feel?,I feel okay.,I feel sick.,I feel sad.,I feel better.,I feel hot.
Does your tummy hurt?,No.,It hurts now.,Yes.,"Yes, after eating.",A little.
Can I look in your mouth?,Yes.,Please be gentle.,I am ready.,"Yes, Doctor.",Okay.
What is wrong today?,My foot hurts.,I do not feel well.,I have an allergy.,I have had an allergy since two days ago.,I feel sick.
When did it start?,Two days ago.,It started two days ago.,Last night.,This morning.,Yesterday.
Do you have a fever?,"No, I do not.",My mom checked. It was high.,Maybe a little.,"Yes, I feel hot.","Yes, since last night."
Can you tell me more about your symptoms?,My nose hurts when I move.,I also feel tired.,It is worse at night.,"I have dizziness, and it started two days ago.",The pain comes and goes.
Have you noticed any allergies?,Some foods make my tummy hurt.,I am not sure.,No known allergies.,I get itchy in spring.,I sneeze near dust.
What was your temperature this morning?,I do not know the number.,My mom said it was high.,It was 38 degrees.,"I felt hot, but we did not check.",It was normal.
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,My head pain started after running.,I want to discuss allergy symptoms that keep returning.,"I’ve had ear pain since two days ago, and it’s affecting my sleep.",I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,No chest pain or breathing trouble.,I had a high fever last night.,None that I noticed.,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.
Hello! How are you today?,I feel sick.,I feel tired.,I am okay.,My tummy hurts.,I am fine.
Does your throat hurt?,"Yes, my throat hurts.","Yes, it hurts here.",A little.,"No, it is okay.",It hurts when I move.
How do you feel?,I feel hot.,I feel sad.,I feel sick.,I feel better.,I feel okay.
Does your tummy hurt?,No.,Yes.,A little.,It hurts now.,"Yes, after eating."
Can I look in your mouth?,"Yes, Doctor.",Yes.,Okay.,I am ready.,Please be gentle.
What is wrong today?,I have had a cough since two days ago.,My back hurts.,I have a cough.,I do not feel well.,I feel sick.
When did it start?,Two days ago.,This morning.,Last night.,It started two days ago.,Yesterday.
Do you have a fever?,"Yes, since last night.","Yes, I feel hot.","No, I do not.",My mom checked. It was high.,Maybe a little.
Can you tell me more about your symptoms?,"I have a headache, and it started two days ago.",The pain comes and goes.,It is worse at night.,I also feel tired.,My hand hurts when I move.
Have you noticed any allergies?,I am not sure.,Some foods make my tummy hurt.,I get itchy in spring.,No known allergies.,I sneeze near dust.
What was your temperature this morning?,It was 38 degrees.,It was normal.,My mom said it was high.,I do not know the number.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,"I’ve had a sore throat since two days ago, and it’s affecting my sleep.",I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,My foot pain started after running.,I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",I had a high fever last night.,None that I noticed.,No chest pain or breathing trouble.
Hello! How are you today?,I am fine.,My tummy hurts.,I feel sick.,I am okay.,I feel tired.
Does your nose hurt?,"No, it is okay.",It hurts when I move.,"Yes, my nose hurts.","Yes, it hurts here.",A little.
How do you feel?,I feel hot.,I feel sick.,I feel okay.,I feel sad.,I feel better.
Does your tummy hurt?,It hurts now.,No.,"Yes, after eating.",Yes.,A little.
Can I look in your mouth?,I am ready.,Okay.,"Yes, Doctor.",Please be gentle.,Yes.
What is wrong today?,I feel sick.,I have had an allergy since two days ago.,I have an allergy.,My tooth hurts.,I do not feel well.
When did it start?,Last night.,It started two days ago.,Yesterday.,This morning.,Two days ago.
Do you have a fever?,Maybe a little.,"No, I do not.",My mom checked. It was high.,"Yes, I feel hot.","Yes, since last night."
Can you tell me more about your symptoms?,It is worse at night.,My back hurts when I move.,I also feel tired.,"I have dizziness, and it started two days ago.",The pain comes and goes.
Have you noticed any allergies?,I sneeze near dust.,Some foods make my tummy hurt.,I get itchy in spring.,I am not sure.,No known allergies.
What was your temperature this morning?,"I felt hot, but we did not check.",My mom said it was high.,It was 38 degrees.,I do not know the number.,It was normal.
Please summarize your main concern in one or two sentences.,My chest pain started after running.,I want to discuss allergy symptoms that keep returning.,I need advice on recurring headaches.,I’m here for a follow-up after last week’s visit.,"I’ve had a rash since two days ago, and it’s affecting my sleep."
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,I had a high fever last night.,None that I noticed.,No chest pain or breathing trouble.
Hello! How are you today?,I feel tired.,I am okay.,My tummy hurts.,I feel sick.,I am fine.
Does your hand hurt?,"Yes, my hand hurts.",It hurts when I move.,"Yes, it hurts here.","No, it is okay.",A little.
How do you feel?,I feel hot.,I feel okay.,I feel sad.,I feel sick.,I feel better.
Does your tummy hurt?,Yes.,"Yes, after eating.",It hurts now.,A little.,No.
Can I look in your mouth?,Okay.,I am ready.,Yes.,Please be gentle.,"Yes, Doctor."
What is wrong today?,I do not feel well.,I feel sick.,I have a cough.,My ear hurts.,I have had a cough since two days ago.
When did it start?,Yesterday.,Two days ago.,Last night.,It started two days ago.,This morning.
Do you have a fever?,Maybe a little.,"Yes, since last night.","No, I do not.","Yes, I feel hot.",My mom checked. It was high.
Can you tell me more about your symptoms?,My eye hurts when I move.,I also feel tired.,It is worse at night.,The pain comes and goes.,"I have a headache, and it started two days ago."
Have you noticed any allergies?,I sneeze near dust.,Some foods make my tummy hurt.,I get itchy in spring.,No known allergies.,I am not sure.
What was your temperature this morning?,It was normal.,"I felt hot, but we did not check.",My mom said it was high.,It was 38 degrees.,I do not know the number.
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.,"I’ve had a sore throat since two days ago, and it’s affecting my sleep.",My knee pain started after running.,I want to discuss allergy symptoms that keep returning.
Are there any red-flag symptoms I should know about?,None that I noticed.,"No fainting, but I felt dizzy once.",I had a high fever last night.,There’s a new rash on my arm.,No chest pain or breathing trouble.
Hello! How are you today?,I am fine.,I feel tired.,I feel sick.,My tummy hurts.,I am okay.
Does your back hurt?,It hurts when I move.,"Yes, it hurts here.","No, it is okay.",A little.,"Yes, my back hurts."
How do you feel?,I feel sick.,I feel better.,I feel sad.,I feel hot.,I feel okay.
Does your tummy hurt?,A little.,It hurts now.,No.,"Yes, after eating.",Yes.
Can I look in your mouth?,I am ready.,"Yes, Doctor.",Okay.,Yes.,Please be gentle.
What is wrong today?,My tummy hurts.,I have an allergy.,I feel sick.,I do not feel well.,I have had an allergy since two days ago.
When did it start?,Two days ago.,It started two days ago.,Last night.,This morning.,Yesterday.
Do you have a fever?,Maybe a little.,My mom checked. It was high.,"Yes, since last night.","Yes, I feel hot.","No, I do not."
Can you tell me more about your symptoms?,My throat hurts when I move.,I also feel tired.,The pain comes and goes.,"I have dizziness, and it started two days ago.",It is worse at night.
Have you noticed any allergies?,Some foods make my tummy hurt.,I sneeze near dust.,I get itchy in spring.,I am not sure.,No known allergies.
What was your temperature this morning?,"I felt hot, but we did not check.",My mom said it was high.,It was normal.,I do not know the number.,It was 38 degrees.
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,My eye pain started after running.,"I’ve had a rash since two days ago, and it’s affecting my sleep.",I need advice on recurring headaches.,I want to discuss allergy symptoms that keep returning.
Are there any red-flag symptoms I should know about?,None that I noticed.,I had a high fever last night.,No chest pain or breathing trouble.,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.
Hello! How are you today?,I am okay.,I am fine.,My tummy hurts.,I feel tired.,I feel sick.
Does your tooth hurt?,A little.,It hurts when I move.,"Yes, my tooth hurts.","No, it is okay.","Yes, it hurts here."
How do you feel?,I feel better.,I feel hot.,I feel sad.,I feel sick.,I feel okay.
Does your tummy hurt?,It hurts now.,Yes.,A little.,No.,"Yes, after eating."
Can I look in your mouth?,Please be gentle.,Okay.,"Yes, Doctor.",I am ready.,Yes.
What is wrong today?,I feel sick.,My nose hurts.,I have a fever.,I do not feel well.,I have had a fever since two days ago.
When did it start?,Last night.,This morning.,Two days ago.,Yesterday.,It started two days ago.
Do you have a fever?,"No, I do not.",My mom checked. It was high.,"Yes, I feel hot.","Yes, since last night.",Maybe a little.
Can you tell me more about your symptoms?,My head hurts when I move.,I also feel tired.,It is worse at night.,"I have a headache, and it started two days ago.",The pain comes and goes.
Have you noticed any allergies?,I sneeze near dust.,I am not sure.,I get itchy in spring.,No known allergies.,Some foods make my tummy hurt.
What was your temperature this morning?,It was 38 degrees.,"I felt hot, but we did not check.",My mom said it was high.,I do not know the number.,It was normal.
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,My tummy pain started after running.,"I’ve had a sore throat since two days ago, and it’s affecting my sleep.",I want to discuss allergy symptoms that keep returning.,I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",None that I noticed.,I had a high fever last night.,No chest pain or breathing trouble.
Hello! How are you today?,I am okay.,I feel tired.,My tummy hurts.,I feel sick.,I am fine.
Does your ear hurt?,A little.,"Yes, my ear hurts.","Yes, it hurts here.",It hurts when I move.,"No, it is okay."
How do you feel?,I feel sad.,I feel sick.,I feel okay.,I feel better.,I feel hot.
Does your tummy hurt?,A little.,No.,Yes.,It hurts now.,"Yes, after eating."
Can I look in your mouth?,Please be gentle.,Okay.,Yes.,I am ready.,"Yes, Doctor."
What is wrong today?,I feel sick.,I have had a stomachache since two days ago.,I have a stomachache.,I do not feel well.,My hand hurts.
When did it start?,This morning.,Last night.,Yesterday.,Two days ago.,It started two days ago.
Do you have a fever?,"Yes, since last night.","No, I do not.",Maybe a little.,My mom checked. It was high.,"Yes, I feel hot."
Can you tell me more about your symptoms?,"I have an allergy, and it started two days ago.",The pain comes and goes.,It is worse at night.,My foot hurts when I move.,I also feel tired.
Have you noticed any allergies?,I am not sure.,No known allergies.,Some foods make my tummy hurt.,I get itchy in spring.,I sneeze near dust.
What was your temperature this morning?,It was 38 degrees.,I do not know the number.,My mom said it was high.,It was normal.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,I need advice on recurring headaches.,My nose pain started after running.,"I’ve had dizziness since two days ago, and it’s affecting my sleep.",I want to discuss allergy symptoms that keep returning.,I’m here for a follow-up after last week’s visit.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,None that I noticed.,I had a high fever last night.,There’s a new rash on my arm.
Hello! How are you today?,I feel sick.,I am fine.,I feel tired.,I am okay.,My tummy hurts.
Does your tummy hurt?,A little.,"No, it is okay.",It hurts when I move.,"Yes, my tummy hurts.","Yes, it hurts here."
How do you feel?,I feel better.,I feel okay.,I feel hot.,I feel sad.,I feel sick.
Does your tummy hurt?,No.,Yes.,It hurts now.,A little.,"Yes, after eating."
Can I look in your mouth?,I am ready.,"Yes, Doctor.",Okay.,Yes.,Please be gentle.
What is wrong today?,I do not feel well.,I feel sick.,I have had a fever since two days ago.,My knee hurts.,I have a fever.
When did it start?,Two days ago.,It started two days ago.,This morning.,Last night.,Yesterday.
Do you have a fever?,"No, I do not.",Maybe a little.,"Yes, I feel hot.","Yes, since last night.",My mom checked. It was high.
Can you tell me more about your symptoms?,The pain comes and goes.,My chest hurts when I move.,"I have a cough, and it started two days ago.",I also feel tired.,It is worse at night.
Have you noticed any allergies?,Some foods make my tummy hurt.,I am not sure.,I get itchy in spring.,I sneeze near dust.,No known allergies.
What was your temperature this morning?,I do not know the number.,"I felt hot, but we did not check.",My mom said it was high.,It was normal.,It was 38 degrees.
Please summarize your main concern in one or two sentences.,My hand pain started after running.,"I’ve had a headache since two days ago, and it’s affecting my sleep.",I need advice on recurring headaches.,I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.
Are there any red-flag symptoms I should know about?,None that I noticed.,"No fainting, but I felt dizzy once.",I had a high fever last night.,There’s a new rash on my arm.,No chest pain or breathing trouble.
Hello! How are you today?,I am fine.,My tummy hurts.,I feel tired.,I feel sick.,I am okay.
Does your nose hurt?,"Yes, it hurts here.",A little.,"No, it is okay.",It hurts when I move.,"Yes, my nose hurts."
How do you feel?,I feel hot.,I feel sick.,I feel okay.,I feel better.,I feel sad.
Does your tummy hurt?,No.,It hurts now.,Yes.,"Yes, after eating.",A little.
Can I look in your mouth?,Yes.,I am ready.,"Yes, Doctor.",Please be gentle.,Okay.
What is wrong today?,My eye hurts.,I have a stomachache.,I feel sick.,I have had a stomachache since two days ago.,I do not feel well.
When did it start?,It started two days ago.,Two days ago.,Yesterday.,This morning.,Last night.
Do you have a fever?,"Yes, since last night.",Maybe a little.,"No, I do not.","Yes, I feel hot.",My mom checked. It was high.
Can you tell me more about your symptoms?,The pain comes and goes.,My knee hurts when I move.,It is worse at night.,"I have an allergy, and it started two days ago.",I also feel tired.
Have you noticed any allergies?,No known allergies.,I am not sure.,I sneeze near dust.,I get itchy in spring.,Some foods make my tummy hurt.
What was your temperature this morning?,I do not know the number.,"I felt hot, but we did not check.",My mom said it was high.,It was 38 degrees.,It was normal.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.,"I’ve had dizziness since two days ago, and it’s affecting my sleep.",My back pain started after running.
Are there any red-flag symptoms I should know about?,None that I noticed.,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,No chest pain or breathing trouble.,I had a high fever last night.
Hello! How are you today?,I feel tired.,I am okay.,My tummy hurts.,I feel sick.,I am fine.
Does your chest hurt?,A little.,"Yes, it hurts here.","No, it is okay.",It hurts when I move.,"Yes, my chest hurts."
How do you feel?,I feel sick.,I feel sad.,I feel hot.,I feel better.,I feel okay.
Does your tummy hurt?,A little.,No.,Yes.,It hurts now.,"Yes, after eating."
Can I look in your mouth?,Okay.,"Yes, Doctor.",I am ready.,Yes.,Please be gentle.
What is wrong today?,I have had a fever since two days ago.,I do not feel well.,I feel sick.,My throat hurts.,I have a fever.
When did it start?,It started two days ago.,This morning.,Yesterday.,Last night.,Two days ago.
Do you have a fever?,My mom checked. It was high.,"Yes, I feel hot.","No, I do not.","Yes, since last night.",Maybe a little.
Can you tell me more about your symptoms?,My eye hurts when I move.,The pain comes and goes.,"I have a cough, and it started two days ago.",I also feel tired.,It is worse at night.
Have you noticed any allergies?,No known allergies.,I am not sure.,I get itchy in spring.,Some foods make my tummy hurt.,I sneeze near dust.
What was your temperature this morning?,It was 38 degrees.,I do not know the number.,"I felt hot, but we did not check.",My mom said it was high.,It was normal.
Please summarize your main concern in one or two sentences.,"I’ve had a headache since two days ago, and it’s affecting my sleep.",I need advice on recurring headaches.,I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,My tooth pain started after running.
Are there any red-flag symptoms I should know about?,I had a high fever last night.,None that I noticed.,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,No chest pain or breathing trouble.
Hello! How are you today?,I feel sick.,I feel tired.,My tummy hurts.,I am okay.,I am fine.
Does your knee hurt?,It hurts when I move.,"No, it is okay.","Yes, it hurts here.","Yes, my knee hurts.",A little.
How do you feel?,I feel sad.,I feel better.,I feel hot.,I feel okay.,I feel sick.
Does your tummy hurt?,A little.,No.,Yes.,It hurts now.,"Yes, after eating."
Can I look in your mouth?,Okay.,I am ready.,Yes.,Please be gentle.,"Yes, Doctor."
What is wrong today?,My head hurts.,I feel sick.,I have had a stomachache since two days ago.,I have a stomachache.,I do not feel well.
When did it start?,Two days ago.,Last night.,It started two days ago.,Yesterday.,This morning.
Do you have a fever?,"No, I do not.",Maybe a little.,"Yes, I feel hot.",My mom checked. It was high.,"Yes, since last night."
Can you tell me more about your symptoms?,"I have an allergy, and it started two days ago.",The pain comes and goes.,My tummy hurts when I move.,It is worse at night.,I also feel tired.
Have you noticed any allergies?,Some foods make my tummy hurt.,I am not sure.,I get itchy in spring.,I sneeze near dust.,No known allergies.
What was your temperature this morning?,My mom said it was high.,It was normal.,I do not know the number.,"I felt hot, but we did not check.",It was 38 degrees.
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,"I’ve had dizziness since two days ago, and it’s affecting my sleep.",I want to discuss allergy symptoms that keep returning.,My ear pain started after running.,I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,There’s a new rash on my arm.,I had a high fever last night.,None that I noticed.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.
Hello! How are you today?,My tummy hurts.,I am fine.,I feel sick.,I feel tired.,I am okay.
Does your eye hurt?,It hurts when I move.,"Yes, it hurts here.",A little.,"No, it is okay.","Yes, my eye hurts."
How do you feel?,I feel better.,I feel okay.,I feel sad.,I feel sick.,I feel hot.
Does your tummy hurt?,A little.,No.,It hurts now.,"Yes, after eating.",Yes.
Can I look in your mouth?,Okay.,I am ready.,Please be gentle.,"Yes, Doctor.",Yes.
What is wrong today?,My foot hurts.,I feel sick.,I have ear pain.,I do not feel well.,I have had ear pain since two days ago.
When did it start?,It started two days ago.,Last night.,This morning.,Yesterday.,Two days ago.
Do you have a fever?,"Yes, since last night.",My mom checked. It was high.,"Yes, I feel hot.","No, I do not.",Maybe a little.
Can you tell me more about your symptoms?,It is worse at night.,My nose hurts when I move.,I also feel tired.,The pain comes and goes.,"I have a fever, and it started two days ago."
Have you noticed any allergies?,Some foods make my tummy hurt.,No known allergies.,I am not sure.,I sneeze near dust.,I get itchy in spring.
What was your temperature this morning?,My mom said it was high.,It was 38 degrees.,It was normal.,"I felt hot, but we did not check.",I do not know the number.
Please summarize your main concern in one or two sentences.,My tummy pain started after running.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.,I want to discuss allergy symptoms that keep returning.,"I’ve had a headache since two days ago, and it’s affecting my sleep."
Are there any red-flag symptoms I should know about?,None that I noticed.,No chest pain or breathing trouble.,There’s a new rash on my arm.,I had a high fever last night.,"No fainting, but I felt dizzy once."
Hello! How are you today?,My tummy hurts.,I am fine.,I feel sick.,I feel tired.,I am okay.
Does your throat hurt?,"Yes, my throat hurts.","Yes, it hurts here.",A little.,"No, it is okay.",It hurts when I move.
How do you feel?,I feel better.,I feel hot.,I feel okay.,I feel sick.,I feel sad.
Does your tummy hurt?,"Yes, after eating.",No.,It hurts now.,A little.,Yes.
Can I look in your mouth?,Yes.,Please be gentle.,I am ready.,"Yes, Doctor.",Okay.
What is wrong today?,My chest hurts.,I have had a runny nose since two days ago.,I have a runny nose.,I feel sick.,I do not feel well.
When did it start?,This morning.,It started two days ago.,Yesterday.,Last night.,Two days ago.
Do you have a fever?,Maybe a little.,"Yes, I feel hot.",My mom checked. It was high.,"No, I do not.","Yes, since last night."
Can you tell me more about your symptoms?,My hand hurts when I move.,It is worse at night.,I also feel tired.,"I have a stomachache, and it started two days ago.",The pain comes and goes.
Have you noticed any allergies?,Some foods make my tummy hurt.,I sneeze near dust.,I am not sure.,I get itchy in spring.,No known allergies.
What was your temperature this morning?,I do not know the number.,My mom said it was high.,"I felt hot, but we did not check.",It was normal.,It was 38 degrees.
Please summarize your main concern in one or two sentences.,My foot pain started after running.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.,I want to discuss allergy symptoms that keep returning.,"I’ve had an allergy since two days ago, and it’s affecting my sleep."
Are there any red-flag symptoms I should know about?,None that I noticed.,"No fainting, but I felt dizzy once.",I had a high fever last night.,No chest pain or breathing trouble.,There’s a new rash on my arm.
Hello! How are you today?,I feel sick.,I feel tired.,I am fine.,My tummy hurts.,I am okay.
Does your head hurt?,"No, it is okay.","Yes, it hurts here.",A little.,It hurts when I move.,"Yes, my head hurts."
How do you feel?,I feel okay.,I feel sick.,I feel sad.,I feel better.,I feel hot.
Does your tummy hurt?,Yes.,A little.,"Yes, after eating.",It hurts now.,No.
Can I look in your mouth?,"Yes, Doctor.",Please be gentle.,Yes.,Okay.,I am ready.
What is wrong today?,I have had ear pain since two days ago.,I do not feel well.,My knee hurts.,I feel sick.,I have ear pain.
When did it start?,Last night.,It started two days ago.,Yesterday.,Two days ago.,This morning.
Do you have a fever?,My mom checked. It was high.,"Yes, since last night.","Yes, I feel hot.","No, I do not.",Maybe a little.
Can you tell me more about your symptoms?,"I have a fever, and it started two days ago.",It is worse at night.,My back hurts when I move.,The pain comes and goes.,I also feel tired.
Have you noticed any allergies?,No known allergies.,I am not sure.,I get itchy in spring.,Some foods make my tummy hurt.,I sneeze near dust.
What was your temperature this morning?,"I felt hot, but we did not check.",It was normal.,My mom said it was high.,I do not know the number.,It was 38 degrees.
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,My chest pain started after running.,"I’ve had a cough since two days ago, and it’s affecting my sleep.",I need advice on recurring headaches.,I want to discuss allergy symptoms that keep returning.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,None that I noticed.,No chest pain or breathing trouble.,I had a high fever last night.
Hello! How are you today?,I am okay.,I feel tired.,I feel sick.,I am fine.,My tummy hurts.
Does your foot hurt?,"Yes, it hurts here.",It hurts when I move.,"Yes, my foot hurts.",A little.,"No, it is okay."
How do you feel?,I feel hot.,I feel better.,I feel sad.,I feel sick.,I feel okay.
Does your tummy hurt?,Yes.,A little.,It hurts now.,No.,"Yes, after eating."
Can I look in your mouth?,I am ready.,Please be gentle.,"Yes, Doctor.",Okay.,Yes.
What is wrong today?,My ear hurts.,I have had a runny nose since two days ago.,I feel sick.,I have a runny nose.,I do not feel well.
When did it start?,Last night.,This morning.,Yesterday.,It started two days ago.,Two days ago.
Do you have a fever?,Maybe a little.,My mom checked. It was high.,"Yes, I feel hot.","No, I do not.","Yes, since last night."
Can you tell me more about your symptoms?,My tooth hurts when I move.,I also feel tired.,"I have a stomachache, and it started two days ago.",It is worse at night.,The pain comes and goes.
Have you noticed any allergies?,I am not sure.,I sneeze near dust.,No known allergies.,I get itchy in spring.,Some foods make my tummy hurt.
What was your temperature this morning?,I do not know the number.,It was 38 degrees.,It was normal.,"I felt hot, but we did not check.",My mom said it was high.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,My knee pain started after running.,I’m here for a follow-up after last week’s visit.,"I’ve had an allergy since two days ago, and it’s affecting my sleep.",I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,None that I noticed.,I had a high fever last night.
Hello! How are you today?,I am fine.,I feel sick.,I am okay.,I feel tired.,My tummy hurts.
Does your back hurt?,It hurts when I move.,"Yes, my back hurts.",A little.,"No, it is okay.","Yes, it hurts here."
How do you feel?,I feel sad.,I feel better.,I feel okay.,I feel hot.,I feel sick.
Does your tummy hurt?,It hurts now.,Yes.,No.,A little.,"Yes, after eating."
Can I look in your mouth?,Okay.,I am ready.,Yes.,"Yes, Doctor.",Please be gentle.
What is wrong today?,I feel sick.,I have ear pain.,I do not feel well.,I have had ear pain since two days ago.,My tummy hurts.
When did it start?,Last night.,Two days ago.,Yesterday.,This morning.,It started two days ago.
Do you have a fever?,My mom checked. It was high.,Maybe a little.,"Yes, I feel hot.","Yes, since last night.","No, I do not."
Can you tell me more about your symptoms?,I also feel tired.,My ear hurts when I move.,"I have a fever, and it started two days ago.",The pain comes and goes.,It is worse at night.
Have you noticed any allergies?,Some foods make my tummy hurt.,I get itchy in spring.,I sneeze near dust.,I am not sure.,No known allergies.
What was your temperature this morning?,"I felt hot, but we did not check.",My mom said it was high.,It was normal.,I do not know the number.,It was 38 degrees.
Please summarize your main concern in one or two sentences.,"I’ve had a cough since two days ago, and it’s affecting my sleep.",I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,My eye pain started after running.,I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,None that I noticed.,I had a high fever last night.,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,No chest pain or breathing trouble.
Hello! How are you today?,I am okay.,I am fine.,I feel sick.,My tummy hurts.,I feel tired.
Does your tooth hurt?,A little.,It hurts when I move.,"Yes, my tooth hurts.","No, it is okay.","Yes, it hurts here."
How do you feel?,I feel sad.,I feel okay.,I feel hot.,I feel better.,I feel sick.
Does your tummy hurt?,No.,A little.,It hurts now.,Yes.,"Yes, after eating."
Can I look in your mouth?,Yes.,Please be gentle.,I am ready.,Okay.,"Yes, Doctor."
What is wrong today?,I have a sore throat.,I have had a sore throat since two days ago.,I do not feel well.,My nose hurts.,I feel sick.
When did it start?,Two days ago.,Yesterday.,Last night.,This morning.,It started two days ago.
Do you have a fever?,"Yes, I feel hot.",Maybe a little.,"No, I do not.",My mom checked. It was high.,"Yes, since last night."
Can you tell me more about your symptoms?,It is worse at night.,"I have a stomachache, and it started two days ago.",The pain comes and goes.,I also feel tired.,My head hurts when I move.
Have you noticed any allergies?,No known allergies.,I get itchy in spring.,I am not sure.,Some foods make my tummy hurt.,I sneeze near dust.
What was your temperature this morning?,It was 38 degrees.,My mom said it was high.,It was normal.,I do not know the number.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,My throat pain started after running.,I’m here for a follow-up after last week’s visit.,"I’ve had an allergy since two days ago, and it’s affecting my sleep.",I want to discuss allergy symptoms that keep returning.,I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,I had a high fever last night.,None that I noticed.,There’s a new rash on my arm.
Hello! How are you today?,I feel tired.,I feel sick.,My tummy hurts.,I am okay.,I am fine.
Does your ear hurt?,It hurts when I move.,A little.,"Yes, my ear hurts.","No, it is okay.","Yes, it hurts here."
How do you feel?,I feel okay.,I feel better.,I feel sad.,I feel hot.,I feel sick.
Does your tummy hurt?,No.,A little.,Yes.,It hurts now.,"Yes, after eating."
Can I look in your mouth?,"Yes, Doctor.",Okay.,Please be gentle.,I am ready.,Yes.
What is wrong today?,My hand hurts.,I have had a rash since two days ago.,I have a rash.,I do not feel well.,I feel sick.
When did it start?,Two days ago.,Last night.,This morning.,It started two days ago.,Yesterday.
