bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Have you been feeling more stressed than usual?,I feel overwhelmed some days.,"A bit, especially with exams.",Yes. Sleep has been difficult.,"Not really, just tired from training.","I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Sleep and energy.,Anxiety before tests.,Managing a sore throat.,Sports recovery.,Eating more regularly.
Would you like to talk alone for a minute?,"Yes, please.","No, my parent can stay.",Maybe later.,"Yes, that would help.",I’m fine either way.
How have your mood and energy been this week?,Mostly stable.,Lower than usual.,Up and down.,Better when I sleep enough.,I’ve felt anxious before school.
What usually makes you feel stressed?,Arguments at home.,Not sleeping enough.,Too many messages and notifications.,Feeling behind in class.,School deadlines.
Who can you talk to when you feel low?,A close friend.,I am still looking for someone.,A trusted family member.,A school counselor.,A teacher I trust.
What helps you calm down?,Writing my thoughts down.,Listening to quiet music.,Slow breathing.,Talking to someone I trust.,A short walk.
How can you ask for support politely?,I am struggling and need advice.,I need help with stress management.,Can we discuss how I have been feeling?,Could I talk to you for a minute?,Would you have time to listen later?
Have you been feeling more stressed than usual?,"I’m okay, but I could use advice.",I feel overwhelmed some days.,"A bit, especially with exams.",Yes. Sleep has been difficult.,"Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Sports recovery.,Managing an allergy.,Anxiety before tests.,Sleep and energy.,Eating more regularly.
Would you like to talk alone for a minute?,"Yes, that would help.","No, my parent can stay.",Maybe later.,"Yes, please.",I’m fine either way.
How have your mood and energy been this week?,Lower than usual.,I’ve felt anxious before school.,Mostly stable.,Better when I sleep enough.,Up and down.
What usually makes you feel stressed?,Arguments at home.,Feeling behind in class.,School deadlines.,Too many messages and notifications.,Not sleeping enough.
Who can you talk to when you feel low?,A school counselor.,A trusted family member.,A teacher I trust.,I am still looking for someone.,A close friend.
What helps you calm down?,Slow breathing.,A short walk.,Writing my thoughts down.,Listening to quiet music.,Talking to someone I trust.
How can you ask for support politely?,I am struggling and need advice.,I need help with stress management.,Would you have time to listen later?,Can we discuss how I have been feeling?,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,I feel overwhelmed some days.,"A bit, especially with exams.","Not really, just tired from training.","I’m okay, but I could use advice.",Yes. Sleep has been difficult.
It’s okay to ask for help. What would you like support with?,Sports recovery.,Anxiety before tests.,Managing ear pain.,Eating more regularly.,Sleep and energy.
Would you like to talk alone for a minute?,"Yes, that would help.",Maybe later.,I’m fine either way.,"No, my parent can stay.","Yes, please."
How have your mood and energy been this week?,Up and down.,Lower than usual.,I’ve felt anxious before school.,Mostly stable.,Better when I sleep enough.
What usually makes you feel stressed?,Not sleeping enough.,School deadlines.,Too many messages and notifications.,Feeling behind in class.,Arguments at home.
Who can you talk to when you feel low?,I am still looking for someone.,A school counselor.,A teacher I trust.,A trusted family member.,A close friend.
What helps you calm down?,Slow breathing.,Writing my thoughts down.,Listening to quiet music.,A short walk.,Talking to someone I trust.
How can you ask for support politely?,Could I talk to you for a minute?,I need help with stress management.,Can we discuss how I have been feeling?,I am struggling and need advice.,Would you have time to listen later?
Have you been feeling more stressed than usual?,"A bit, especially with exams.",Yes. Sleep has been difficult.,"Not really, just tired from training.",I feel overwhelmed some days.,"I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Managing a headache.,Sports recovery.,Eating more regularly.,Sleep and energy.,Anxiety before tests.
Would you like to talk alone for a minute?,"Yes, that would help.","Yes, please.",Maybe later.,I’m fine either way.,"No, my parent can stay."
How have your mood and energy been this week?,Mostly stable.,Better when I sleep enough.,Lower than usual.,Up and down.,I’ve felt anxious before school.
What usually makes you feel stressed?,Arguments at home.,Feeling behind in class.,School deadlines.,Not sleeping enough.,Too many messages and notifications.
Who can you talk to when you feel low?,A school counselor.,I am still looking for someone.,A close friend.,A teacher I trust.,A trusted family member.
What helps you calm down?,Listening to quiet music.,Writing my thoughts down.,Slow breathing.,A short walk.,Talking to someone I trust.
How can you ask for support politely?,I need help with stress management.,Would you have time to listen later?,Can we discuss how I have been feeling?,Could I talk to you for a minute?,I am struggling and need advice.
Have you been feeling more stressed than usual?,"I’m okay, but I could use advice.",I feel overwhelmed some days.,"A bit, especially with exams.",Yes. Sleep has been difficult.,"Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Sports recovery.,Managing a stomachache.,Eating more regularly.,Anxiety before tests.,Sleep and energy.
Would you like to talk alone for a minute?,I’m fine either way.,"Yes, that would help.","Yes, please.","No, my parent can stay.",Maybe later.
How have your mood and energy been this week?,Mostly stable.,Better when I sleep enough.,I’ve felt anxious before school.,Lower than usual.,Up and down.
What usually makes you feel stressed?,Not sleeping enough.,Arguments at home.,Feeling behind in class.,Too many messages and notifications.,School deadlines.
Who can you talk to when you feel low?,A close friend.,I am still looking for someone.,A school counselor.,A trusted family member.,A teacher I trust.
What helps you calm down?,Writing my thoughts down.,Talking to someone I trust.,Listening to quiet music.,Slow breathing.,A short walk.
How can you ask for support politely?,I am struggling and need advice.,Could I talk to you for a minute?,Would you have time to listen later?,Can we discuss how I have been feeling?,I need help with stress management.
Have you been feeling more stressed than usual?,"I’m okay, but I could use advice.",Yes. Sleep has been difficult.,"A bit, especially with exams.","Not really, just tired from training.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Sports recovery.,Eating more regularly.,Anxiety before tests.,Sleep and energy.,Managing a rash.
Would you like to talk alone for a minute?,I’m fine either way.,Maybe later.,"Yes, that would help.","No, my parent can stay.","Yes, please."
How have your mood and energy been this week?,Up and down.,Mostly stable.,Lower than usual.,Better when I sleep enough.,I’ve felt anxious before school.
What usually makes you feel stressed?,Feeling behind in class.,Too many messages and notifications.,Not sleeping enough.,School deadlines.,Arguments at home.
Who can you talk to when you feel low?,A trusted family member.,A close friend.,A teacher I trust.,I am still looking for someone.,A school counselor.
What helps you calm down?,Writing my thoughts down.,Slow breathing.,Talking to someone I trust.,A short walk.,Listening to quiet music.
How can you ask for support politely?,I need help with stress management.,I am struggling and need advice.,Would you have time to listen later?,Could I talk to you for a minute?,Can we discuss how I have been feeling?
Have you been feeling more stressed than usual?,"A bit, especially with exams.","I’m okay, but I could use advice.",Yes. Sleep has been difficult.,"Not really, just tired from training.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Managing a cough.,Sports recovery.,Anxiety before tests.,Eating more regularly.,Sleep and energy.
Would you like to talk alone for a minute?,"Yes, please.","Yes, that would help.",Maybe later.,"No, my parent can stay.",I’m fine either way.
How have your mood and energy been this week?,Up and down.,Mostly stable.,Better when I sleep enough.,Lower than usual.,I’ve felt anxious before school.
What usually makes you feel stressed?,Feeling behind in class.,Not sleeping enough.,School deadlines.,Arguments at home.,Too many messages and notifications.
Who can you talk to when you feel low?,A trusted family member.,A close friend.,I am still looking for someone.,A teacher I trust.,A school counselor.
What helps you calm down?,Listening to quiet music.,A short walk.,Talking to someone I trust.,Slow breathing.,Writing my thoughts down.
How can you ask for support politely?,I am struggling and need advice.,I need help with stress management.,Would you have time to listen later?,Can we discuss how I have been feeling?,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,I feel overwhelmed some days.,"Not really, just tired from training.","A bit, especially with exams.","I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Sleep and energy.,Sports recovery.,Anxiety before tests.,Eating more regularly.,Managing a runny nose.
Would you like to talk alone for a minute?,"No, my parent can stay.",I’m fine either way.,Maybe later.,"Yes, that would help.","Yes, please."
How have your mood and energy been this week?,I’ve felt anxious before school.,Mostly stable.,Better when I sleep enough.,Lower than usual.,Up and down.
What usually makes you feel stressed?,School deadlines.,Not sleeping enough.,Arguments at home.,Too many messages and notifications.,Feeling behind in class.
Who can you talk to when you feel low?,I am still looking for someone.,A trusted family member.,A teacher I trust.,A school counselor.,A close friend.
What helps you calm down?,Listening to quiet music.,A short walk.,Slow breathing.,Writing my thoughts down.,Talking to someone I trust.
How can you ask for support politely?,I need help with stress management.,Would you have time to listen later?,I am struggling and need advice.,Can we discuss how I have been feeling?,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,I feel overwhelmed some days.,"A bit, especially with exams.","Not really, just tired from training.",Yes. Sleep has been difficult.,"I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Sleep and energy.,Managing dizziness.,Eating more regularly.,Sports recovery.,Anxiety before tests.
Would you like to talk alone for a minute?,"Yes, please.",Maybe later.,"No, my parent can stay.",I’m fine either way.,"Yes, that would help."
How have your mood and energy been this week?,Mostly stable.,Better when I sleep enough.,Lower than usual.,Up and down.,I’ve felt anxious before school.
What usually makes you feel stressed?,School deadlines.,Not sleeping enough.,Arguments at home.,Too many messages and notifications.,Feeling behind in class.
Who can you talk to when you feel low?,A close friend.,A trusted family member.,A school counselor.,A teacher I trust.,I am still looking for someone.
What helps you calm down?,Talking to someone I trust.,Listening to quiet music.,A short walk.,Slow breathing.,Writing my thoughts down.
How can you ask for support politely?,Could I talk to you for a minute?,Can we discuss how I have been feeling?,I am struggling and need advice.,I need help with stress management.,Would you have time to listen later?
Have you been feeling more stressed than usual?,"A bit, especially with exams.",Yes. Sleep has been difficult.,I feel overwhelmed some days.,"Not really, just tired from training.","I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Managing a fever.,Sleep and energy.,Eating more regularly.,Sports recovery.,Anxiety before tests.
Would you like to talk alone for a minute?,"Yes, please.","Yes, that would help.",Maybe later.,I’m fine either way.,"No, my parent can stay."
How have your mood and energy been this week?,I’ve felt anxious before school.,Up and down.,Better when I sleep enough.,Lower than usual.,Mostly stable.
What usually makes you feel stressed?,Feeling behind in class.,Too many messages and notifications.,Not sleeping enough.,Arguments at home.,School deadlines.
Who can you talk to when you feel low?,A school counselor.,A close friend.,A teacher I trust.,I am still looking for someone.,A trusted family member.
What helps you calm down?,Slow breathing.,Listening to quiet music.,Talking to someone I trust.,Writing my thoughts down.,A short walk.
How can you ask for support politely?,Would you have time to listen later?,I am struggling and need advice.,I need help with stress management.,Can we discuss how I have been feeling?,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,I feel overwhelmed some days.,"A bit, especially with exams.","I’m okay, but I could use advice.","Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Eating more regularly.,Sports recovery.,Managing a sore throat.,Anxiety before tests.,Sleep and energy.
Would you like to talk alone for a minute?,I’m fine either way.,Maybe later.,"Yes, that would help.","No, my parent can stay.","Yes, please."
How have your mood and energy been this week?,Lower than usual.,Up and down.,Mostly stable.,I’ve felt anxious before school.,Better when I sleep enough.
What usually makes you feel stressed?,Feeling behind in class.,School deadlines.,Arguments at home.,Not sleeping enough.,Too many messages and notifications.
Who can you talk to when you feel low?,A close friend.,A school counselor.,A teacher I trust.,I am still looking for someone.,A trusted family member.
What helps you calm down?,Slow breathing.,Talking to someone I trust.,Writing my thoughts down.,A short walk.,Listening to quiet music.
How can you ask for support politely?,Can we discuss how I have been feeling?,Could I talk to you for a minute?,I am struggling and need advice.,I need help with stress management.,Would you have time to listen later?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"Not really, just tired from training.","A bit, especially with exams.",I feel overwhelmed some days.,"I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Anxiety before tests.,Sports recovery.,Eating more regularly.,Sleep and energy.,Managing an allergy.
Would you like to talk alone for a minute?,"No, my parent can stay.",Maybe later.,I’m fine either way.,"Yes, please.","Yes, that would help."
How have your mood and energy been this week?,Lower than usual.,Better when I sleep enough.,Mostly stable.,Up and down.,I’ve felt anxious before school.
What usually makes you feel stressed?,School deadlines.,Too many messages and notifications.,Not sleeping enough.,Arguments at home.,Feeling behind in class.
Who can you talk to when you feel low?,A school counselor.,I am still looking for someone.,A close friend.,A teacher I trust.,A trusted family member.
What helps you calm down?,Talking to someone I trust.,Writing my thoughts down.,Listening to quiet music.,A short walk.,Slow breathing.
How can you ask for support politely?,Can we discuss how I have been feeling?,Would you have time to listen later?,Could I talk to you for a minute?,I am struggling and need advice.,I need help with stress management.
Have you been feeling more stressed than usual?,I feel overwhelmed some days.,Yes. Sleep has been difficult.,"A bit, especially with exams.","I’m okay, but I could use advice.","Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Managing ear pain.,Sports recovery.,Anxiety before tests.,Eating more regularly.,Sleep and energy.
Would you like to talk alone for a minute?,Maybe later.,"Yes, that would help.","Yes, please.","No, my parent can stay.",I’m fine either way.
How have your mood and energy been this week?,Better when I sleep enough.,Mostly stable.,Up and down.,Lower than usual.,I’ve felt anxious before school.
What usually makes you feel stressed?,School deadlines.,Feeling behind in class.,Not sleeping enough.,Too many messages and notifications.,Arguments at home.
Who can you talk to when you feel low?,A trusted family member.,I am still looking for someone.,A school counselor.,A teacher I trust.,A close friend.
What helps you calm down?,Writing my thoughts down.,Talking to someone I trust.,Slow breathing.,A short walk.,Listening to quiet music.
How can you ask for support politely?,I am struggling and need advice.,I need help with stress management.,Would you have time to listen later?,Can we discuss how I have been feeling?,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,I feel overwhelmed some days.,"Not really, just tired from training.","A bit, especially with exams.","I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Sleep and energy.,Anxiety before tests.,Managing a cough.,Sports recovery.,Eating more regularly.
Would you like to talk alone for a minute?,"Yes, that would help.",Maybe later.,I’m fine either way.,"Yes, please.","No, my parent can stay."
How have your mood and energy been this week?,Lower than usual.,Mostly stable.,Better when I sleep enough.,I’ve felt anxious before school.,Up and down.
What usually makes you feel stressed?,Not sleeping enough.,Feeling behind in class.,School deadlines.,Too many messages and notifications.,Arguments at home.
Who can you talk to when you feel low?,I am still looking for someone.,A close friend.,A trusted family member.,A teacher I trust.,A school counselor.
What helps you calm down?,A short walk.,Writing my thoughts down.,Slow breathing.,Listening to quiet music.,Talking to someone I trust.
How can you ask for support politely?,I am struggling and need advice.,I need help with stress management.,Could I talk to you for a minute?,Can we discuss how I have been feeling?,Would you have time to listen later?
Have you been feeling more stressed than usual?,"I’m okay, but I could use advice.",I feel overwhelmed some days.,"Not really, just tired from training.",Yes. Sleep has been difficult.,"A bit, especially with exams."
It’s okay to ask for help. What would you like support with?,Anxiety before tests.,Sleep and energy.,Managing a runny nose.,Sports recovery.,Eating more regularly.
Would you like to talk alone for a minute?,Maybe later.,I’m fine either way.,"Yes, that would help.","No, my parent can stay.","Yes, please."
How have your mood and energy been this week?,I’ve felt anxious before school.,Lower than usual.,Mostly stable.,Up and down.,Better when I sleep enough.
What usually makes you feel stressed?,School deadlines.,Too many messages and notifications.,Arguments at home.,Not sleeping enough.,Feeling behind in class.
Who can you talk to when you feel low?,A trusted family member.,A school counselor.,A close friend.,A teacher I trust.,I am still looking for someone.
What helps you calm down?,Listening to quiet music.,Slow breathing.,Writing my thoughts down.,Talking to someone I trust.,A short walk.
How can you ask for support politely?,I am struggling and need advice.,Would you have time to listen later?,I need help with stress management.,Could I talk to you for a minute?,Can we discuss how I have been feeling?
Have you been feeling more stressed than usual?,"Not really, just tired from training.",Yes. Sleep has been difficult.,"A bit, especially with exams.","I’m okay, but I could use advice.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Sports recovery.,Sleep and energy.,Eating more regularly.,Managing dizziness.,Anxiety before tests.
Would you like to talk alone for a minute?,"Yes, please.",Maybe later.,"Yes, that would help.",I’m fine either way.,"No, my parent can stay."
How have your mood and energy been this week?,Mostly stable.,Up and down.,I’ve felt anxious before school.,Better when I sleep enough.,Lower than usual.
What usually makes you feel stressed?,Too many messages and notifications.,Feeling behind in class.,Arguments at home.,School deadlines.,Not sleeping enough.
Who can you talk to when you feel low?,A teacher I trust.,A trusted family member.,A school counselor.,I am still looking for someone.,A close friend.
What helps you calm down?,A short walk.,Slow breathing.,Talking to someone I trust.,Listening to quiet music.,Writing my thoughts down.
How can you ask for support politely?,Would you have time to listen later?,I need help with stress management.,Can we discuss how I have been feeling?,I am struggling and need advice.,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,"A bit, especially with exams.","Not really, just tired from training.",Yes. Sleep has been difficult.,"I’m okay, but I could use advice.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Sports recovery.,Managing a fever.,Eating more regularly.,Sleep and energy.,Anxiety before tests.
Would you like to talk alone for a minute?,Maybe later.,"Yes, please.","Yes, that would help.","No, my parent can stay.",I’m fine either way.
How have your mood and energy been this week?,Lower than usual.,I’ve felt anxious before school.,Mostly stable.,Up and down.,Better when I sleep enough.
What usually makes you feel stressed?,Too many messages and notifications.,Feeling behind in class.,Arguments at home.,School deadlines.,Not sleeping enough.
Who can you talk to when you feel low?,I am still looking for someone.,A school counselor.,A teacher I trust.,A trusted family member.,A close friend.
What helps you calm down?,Talking to someone I trust.,A short walk.,Slow breathing.,Writing my thoughts down.,Listening to quiet music.
How can you ask for support politely?,Could I talk to you for a minute?,Can we discuss how I have been feeling?,I am struggling and need advice.,Would you have time to listen later?,I need help with stress management.
Have you been feeling more stressed than usual?,"Not really, just tired from training.",Yes. Sleep has been difficult.,"A bit, especially with exams.","I’m okay, but I could use advice.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Managing a sore throat.,Eating more regularly.,Sports recovery.,Sleep and energy.,Anxiety before tests.
Would you like to talk alone for a minute?,"No, my parent can stay.","Yes, that would help.",Maybe later.,I’m fine either way.,"Yes, please."
How have your mood and energy been this week?,Better when I sleep enough.,Lower than usual.,Up and down.,I’ve felt anxious before school.,Mostly stable.
What usually makes you feel stressed?,Not sleeping enough.,Too many messages and notifications.,Feeling behind in class.,School deadlines.,Arguments at home.
Who can you talk to when you feel low?,A teacher I trust.,A trusted family member.,I am still looking for someone.,A close friend.,A school counselor.
What helps you calm down?,A short walk.,Talking to someone I trust.,Writing my thoughts down.,Listening to quiet music.,Slow breathing.
How can you ask for support politely?,Can we discuss how I have been feeling?,Could I talk to you for a minute?,I am struggling and need advice.,Would you have time to listen later?,I need help with stress management.
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"I’m okay, but I could use advice.","A bit, especially with exams.",I feel overwhelmed some days.,"Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Managing an allergy.,Anxiety before tests.,Eating more regularly.,Sleep and energy.,Sports recovery.
Would you like to talk alone for a minute?,"Yes, that would help.","No, my parent can stay.",I’m fine either way.,"Yes, please.",Maybe later.
How have your mood and energy been this week?,Better when I sleep enough.,Lower than usual.,Mostly stable.,I’ve felt anxious before school.,Up and down.
What usually makes you feel stressed?,School deadlines.,Too many messages and notifications.,Feeling behind in class.,Not sleeping enough.,Arguments at home.
Who can you talk to when you feel low?,A close friend.,I am still looking for someone.,A school counselor.,A teacher I trust.,A trusted family member.
What helps you calm down?,Writing my thoughts down.,A short walk.,Listening to quiet music.,Slow breathing.,Talking to someone I trust.
How can you ask for support politely?,Could I talk to you for a minute?,I need help with stress management.,Can we discuss how I have been feeling?,Would you have time to listen later?,I am struggling and need advice.
Have you been feeling more stressed than usual?,I feel overwhelmed some days.,"I’m okay, but I could use advice.","Not really, just tired from training.","A bit, especially with exams.",Yes. Sleep has been difficult.
It’s okay to ask for help. What would you like support with?,Managing ear pain.,Sleep and energy.,Anxiety before tests.,Sports recovery.,Eating more regularly.
Would you like to talk alone for a minute?,"Yes, that would help.",I’m fine either way.,Maybe later.,"No, my parent can stay.","Yes, please."
How have your mood and energy been this week?,Lower than usual.,Better when I sleep enough.,Up and down.,Mostly stable.,I’ve felt anxious before school.
What usually makes you feel stressed?,Not sleeping enough.,Arguments at home.,Feeling behind in class.,Too many messages and notifications.,School deadlines.
Who can you talk to when you feel low?,A teacher I trust.,A school counselor.,I am still looking for someone.,A close friend.,A trusted family member.
What helps you calm down?,Writing my thoughts down.,Talking to someone I trust.,Listening to quiet music.,A short walk.,Slow breathing.
How can you ask for support politely?,I am struggling and need advice.,Would you have time to listen later?,Could I talk to you for a minute?,I need help with stress management.,Can we discuss how I have been feeling?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"I’m okay, but I could use advice.","Not really, just tired from training.","A bit, especially with exams.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Anxiety before tests.,Eating more regularly.,Sports recovery.,Sleep and energy.,Managing a headache.
Would you like to talk alone for a minute?,"No, my parent can stay.","Yes, that would help.","Yes, please.",I’m fine either way.,Maybe later.
How have your mood and energy been this week?,Mostly stable.,Better when I sleep enough.,Lower than usual.,Up and down.,I’ve felt anxious before school.
What usually makes you feel stressed?,Too many messages and notifications.,Arguments at home.,School deadlines.,Feeling behind in class.,Not sleeping enough.
Who can you talk to when you feel low?,A school counselor.,I am still looking for someone.,A trusted family member.,A close friend.,A teacher I trust.
What helps you calm down?,A short walk.,Writing my thoughts down.,Talking to someone I trust.,Slow breathing.,Listening to quiet music.
How can you ask for support politely?,I am struggling and need advice.,Can we discuss how I have been feeling?,Could I talk to you for a minute?,I need help with stress management.,Would you have time to listen later?
Have you been feeling more stressed than usual?,"Not really, just tired from training.",Yes. Sleep has been difficult.,"I’m okay, but I could use advice.","A bit, especially with exams.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Anxiety before tests.,Eating more regularly.,Sports recovery.,Sleep and energy.,Managing a stomachache.
Would you like to talk alone for a minute?,"Yes, please.","Yes, that would help.",Maybe later.,"No, my parent can stay.",I’m fine either way.
How have your mood and energy been this week?,I’ve felt anxious before school.,Better when I sleep enough.,Lower than usual.,Mostly stable.,Up and down.
What usually makes you feel stressed?,Arguments at home.,Too many messages and notifications.,School deadlines.,Not sleeping enough.,Feeling behind in class.
Who can you talk to when you feel low?,A close friend.,I am still looking for someone.,A trusted family member.,A teacher I trust.,A school counselor.
What helps you calm down?,Writing my thoughts down.,Slow breathing.,Talking to someone I trust.,Listening to quiet music.,A short walk.
How can you ask for support politely?,Can we discuss how I have been feeling?,I need help with stress management.,Could I talk to you for a minute?,Would you have time to listen later?,I am struggling and need advice.
Have you been feeling more stressed than usual?,"A bit, especially with exams.","I’m okay, but I could use advice.",I feel overwhelmed some days.,Yes. Sleep has been difficult.,"Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Eating more regularly.,Sleep and energy.,Managing a rash.,Anxiety before tests.,Sports recovery.
Would you like to talk alone for a minute?,"No, my parent can stay.","Yes, please.","Yes, that would help.",Maybe later.,I’m fine either way.
How have your mood and energy been this week?,Lower than usual.,Better when I sleep enough.,Mostly stable.,I’ve felt anxious before school.,Up and down.
What usually makes you feel stressed?,Feeling behind in class.,Not sleeping enough.,School deadlines.,Too many messages and notifications.,Arguments at home.
Who can you talk to when you feel low?,A trusted family member.,A teacher I trust.,A close friend.,A school counselor.,I am still looking for someone.
What helps you calm down?,Slow breathing.,Listening to quiet music.,Writing my thoughts down.,A short walk.,Talking to someone I trust.
How can you ask for support politely?,Could I talk to you for a minute?,I am struggling and need advice.,I need help with stress management.,Can we discuss how I have been feeling?,Would you have time to listen later?
Have you been feeling more stressed than usual?,I feel overwhelmed some days.,"I’m okay, but I could use advice.",Yes. Sleep has been difficult.,"Not really, just tired from training.","A bit, especially with exams."
It’s okay to ask for help. What would you like support with?,Managing a cough.,Sports recovery.,Eating more regularly.,Sleep and energy.,Anxiety before tests.
Would you like to talk alone for a minute?,I’m fine either way.,"Yes, that would help.",Maybe later.,"No, my parent can stay.","Yes, please."
How have your mood and energy been this week?,I’ve felt anxious before school.,Up and down.,Lower than usual.,Better when I sleep enough.,Mostly stable.
What usually makes you feel stressed?,Arguments at home.,Too many messages and notifications.,Not sleeping enough.,School deadlines.,Feeling behind in class.
Who can you talk to when you feel low?,I am still looking for someone.,A school counselor.,A close friend.,A teacher I trust.,A trusted family member.
What helps you calm down?,Slow breathing.,Talking to someone I trust.,Writing my thoughts down.,A short walk.,Listening to quiet music.
How can you ask for support politely?,I need help with stress management.,I am struggling and need advice.,Would you have time to listen later?,Can we discuss how I have been feeling?,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"I’m okay, but I could use advice.","Not really, just tired from training.","A bit, especially with exams.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Eating more regularly.,Sports recovery.,Anxiety before tests.,Sleep and energy.,Managing a runny nose.
Would you like to talk alone for a minute?,"Yes, please.","No, my parent can stay.","Yes, that would help.",I’m fine either way.,Maybe later.
How have your mood and energy been this week?,Better when I sleep enough.,Lower than usual.,I’ve felt anxious before school.,Mostly stable.,Up and down.
What usually makes you feel stressed?,School deadlines.,Arguments at home.,Too many messages and notifications.,Not sleeping enough.,Feeling behind in class.
Who can you talk to when you feel low?,A teacher I trust.,A school counselor.,A close friend.,I am still looking for someone.,A trusted family member.
What helps you calm down?,A short walk.,Talking to someone I trust.,Writing my thoughts down.,Listening to quiet music.,Slow breathing.
How can you ask for support politely?,Would you have time to listen later?,Can we discuss how I have been feeling?,I need help with stress management.,Could I talk to you for a minute?,I am struggling and need advice.
Have you been feeling more stressed than usual?,"Not really, just tired from training.","A bit, especially with exams.",I feel overwhelmed some days.,Yes. Sleep has been difficult.,"I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Eating more regularly.,Sports recovery.,Managing dizziness.,Anxiety before tests.,Sleep and energy.
Would you like to talk alone for a minute?,Maybe later.,"Yes, that would help.","Yes, please.",I’m fine either way.,"No, my parent can stay."
How have your mood and energy been this week?,Up and down.,Lower than usual.,Better when I sleep enough.,Mostly stable.,I’ve felt anxious before school.
What usually makes you feel stressed?,School deadlines.,Too many messages and notifications.,Arguments at home.,Feeling behind in class.,Not sleeping enough.
Who can you talk to when you feel low?,A teacher I trust.,A close friend.,I am still looking for someone.,A school counselor.,A trusted family member.
What helps you calm down?,Talking to someone I trust.,Slow breathing.,A short walk.,Writing my thoughts down.,Listening to quiet music.
How can you ask for support politely?,Can we discuss how I have been feeling?,Would you have time to listen later?,I am struggling and need advice.,I need help with stress management.,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,"I’m okay, but I could use advice.","A bit, especially with exams.",I feel overwhelmed some days.,"Not really, just tired from training.",Yes. Sleep has been difficult.
It’s okay to ask for help. What would you like support with?,Managing a fever.,Anxiety before tests.,Sports recovery.,Sleep and energy.,Eating more regularly.
Would you like to talk alone for a minute?,"Yes, please.","Yes, that would help.",Maybe later.,"No, my parent can stay.",I’m fine either way.
How have your mood and energy been this week?,Lower than usual.,Mostly stable.,Better when I sleep enough.,I’ve felt anxious before school.,Up and down.
What usually makes you feel stressed?,School deadlines.,Not sleeping enough.,Too many messages and notifications.,Arguments at home.,Feeling behind in class.
Who can you talk to when you feel low?,A trusted family member.,A close friend.,A school counselor.,I am still looking for someone.,A teacher I trust.
What helps you calm down?,Listening to quiet music.,Writing my thoughts down.,A short walk.,Slow breathing.,Talking to someone I trust.
How can you ask for support politely?,Would you have time to listen later?,Could I talk to you for a minute?,I need help with stress management.,I am struggling and need advice.,Can we discuss how I have been feeling?
Have you been feeling more stressed than usual?,"A bit, especially with exams.",I feel overwhelmed some days.,Yes. Sleep has been difficult.,"I’m okay, but I could use advice.","Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Managing a sore throat.,Sports recovery.,Anxiety before tests.,Eating more regularly.,Sleep and energy.
Would you like to talk alone for a minute?,"Yes, please.",I’m fine either way.,"No, my parent can stay.","Yes, that would help.",Maybe later.
How have your mood and energy been this week?,I’ve felt anxious before school.,Lower than usual.,Up and down.,Mostly stable.,Better when I sleep enough.
What usually makes you feel stressed?,Arguments at home.,Too many messages and notifications.,Not sleeping enough.,Feeling behind in class.,School deadlines.
Who can you talk to when you feel low?,A trusted family member.,A close friend.,A school counselor.,A teacher I trust.,I am still looking for someone.
