bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Nice to meet you!,You too!,Hi!,Thank you!,Nice to meet you!,Nice to meet you too!
Say goodbye!,Goodbye!,Bye-bye!,Bye!,Good night!,See you!
What color is this?,Red.,This is red.,I see red.,It is red.,It is green.
What animal do you see?,I see a frog.,"Look, a frog!",It is a frog.,A fish.,A frog.
Do you like water?,Yes!,Yummy!,"No, I don't like water.","Yes, I like water.",I love water!
What do you want to play with?,I want the doll.,"A teddy, please.",I like the doll.,Let's play with the doll.,"The doll, please."
How many do you see?,One toys.,I see one.,Four.,One.,There are one.
Who is this?,This is Ana.,It is my mom.,My mom.,My sister.,This is my mom.
Where are you?,I am at the park.,I am at school.,In the farm.,At the park.,I am home.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,Thanks!,Thank you!,"Thank you, friend!",Thank you very much!,Thanks a lot!
"Can I have some juice, please?","Yes, please.",Please.,Okay.,Here you are.,Yes.
Hello!,"Hello, Benny!",Hi there!,"Hi, friend!",Hello!,Hi!
How are you?,I am great!,I am okay.,I am good.,I am fine.,I am happy.
What is your name?,I am Sam.,I am Ana.,I'm Sam.,My name is Sam.,My name is Ana.
Nice to meet you!,You too!,Nice to meet you!,Nice to meet you too!,Hi!,Thank you!
Say goodbye!,Bye-bye!,Goodbye!,Good night!,See you!,Bye!
What color is this?,This is green.,I see green.,It is green.,Green.,Okay.
What animal do you see?,It is a frog.,"Look, a frog!",I see a frog.,A frog.,A fish.
Do you like water?,I love water!,"Yes, I like water.",Yummy!,Yes!,"No, I don't like water."
What do you want to play with?,I like the doll.,I want the doll.,"A teddy, please.",Let's play with the doll.,"The doll, please."
How many do you see?,I see one.,There are one.,One.,Four.,One toys.
Who is this?,My mom.,My sister.,It is my mom.,This is my mom.,This is Luca.
Where are you?,I am at school.,At the park.,I am home.,In the farm.,I am at the park.
What can you do?,I can play.,I can run.,I can eat.,I can jump.,Okay.
Please say thank you.,Thanks a lot!,Thanks!,Thank you!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?",Please.,Here you are.,Okay.,Yes.,"Yes, please."
Hello!,Hello!,"Hi, friend!",Hi there!,Hi!,"Hello, Benny!"
How are you?,I am great!,I am fine.,I am okay.,I am good.,I am happy.
What is your name?,My name is Maya.,I am Maya.,I'm Noor.,I am Noor.,My name is Noor.
Nice to meet you!,You too!,Nice to meet you too!,Nice to meet you!,Hi!,Thank you!
Say goodbye!,Bye-bye!,Bye!,See you!,Good night!,Goodbye!
What color is this?,It is brown.,It is green.,This is brown.,Brown.,I see brown.
What animal do you see?,"Look, a frog!",I see a frog.,A frog.,A fish.,It is a frog.
Do you like water?,"No, I don't like water.",Yes!,Yummy!,"Yes, I like water.",I love water!
What do you want to play with?,I like the doll.,"A teddy, please.",Let's play with the doll.,I want the doll.,"The doll, please."
How many do you see?,Four.,One toys.,I see one.,There are one.,One.
Who is this?,My mom.,My sister.,It is my mom.,This is my mom.,This is Lila.
Where are you?,In the farm.,I am home.,I am at school.,At the park.,I am at the park.
What can you do?,I can run.,I can play.,I can eat.,I can jump.,Okay.
Please say thank you.,Thank you very much!,"Thank you, friend!",Thank you!,Thanks a lot!,Thanks!
"Can I have some juice, please?",Okay.,Please.,Here you are.,Yes.,"Yes, please."
Hello!,"Hi, friend!",Hi there!,"Hello, Benny!",Hi!,Hello!
How are you?,I am fine.,I am good.,I am happy.,I am great!,I am okay.
What is your name?,My name is Nico.,My name is Ken.,I am Nico.,I am Ken.,I'm Ken.
Nice to meet you!,You too!,Nice to meet you too!,Hi!,Thank you!,Nice to meet you!
Say goodbye!,Bye!,Goodbye!,See you!,Bye-bye!,Good night!
What color is this?,I see gold.,This is gold.,Gold.,It is gold.,It is green.
What animal do you see?,A fish.,"Look, a frog!",It is a frog.,I see a frog.,A frog.
Do you like water?,"No, I don't like water.",I love water!,Yes!,"Yes, I like water.",Yummy!
What do you want to play with?,I want the doll.,I like the doll.,Let's play with the doll.,"The doll, please.","A teddy, please."
How many do you see?,One.,One toys.,Four.,I see one.,There are one.
Who is this?,This is Nico.,It is my mom.,This is my mom.,My mom.,My sister.
Where are you?,I am at school.,In the farm.,I am at the park.,At the park.,I am home.
What can you do?,I can jump.,I can run.,I can play.,I can eat.,Okay.
Please say thank you.,Thanks a lot!,"Thank you, friend!",Thanks!,Thank you very much!,Thank you!
"Can I have some juice, please?",Please.,Yes.,"Yes, please.",Here you are.,Okay.
Hello!,Hi!,Hello!,Hi there!,"Hi, friend!","Hello, Benny!"
How are you?,I am good.,I am okay.,I am great!,I am fine.,I am happy.
What is your name?,I am Lara.,My name is Leo.,I am Leo.,My name is Lara.,I'm Lara.
Nice to meet you!,Nice to meet you too!,Thank you!,You too!,Hi!,Nice to meet you!
Say goodbye!,See you!,Good night!,Bye-bye!,Goodbye!,Bye!
What color is this?,Yellow.,I see yellow.,This is yellow.,It is green.,It is yellow.
What animal do you see?,A cow.,A fish.,It is a cow.,"Look, a cow!",I see a cow.
Do you like water?,I love water!,"Yes, I like water.","No, I don't like water.",Yes!,Yummy!
What do you want to play with?,"The doll, please.",I want the doll.,"A teddy, please.",Let's play with the doll.,I like the doll.
How many do you see?,I see one.,One.,One toys.,There are one.,Four.
Who is this?,This is my mom.,My sister.,This is Ana.,It is my mom.,My mom.
Where are you?,I am at school.,I am home.,At the park.,I am at the park.,In the farm.
What can you do?,I can jump.,I can play.,I can run.,I can eat.,Okay.
Please say thank you.,Thank you very much!,"Thank you, friend!",Thanks a lot!,Thank you!,Thanks!
"Can I have some juice, please?",Yes.,Okay.,Here you are.,Please.,"Yes, please."
Hello!,Hello!,"Hello, Benny!",Hi there!,"Hi, friend!",Hi!
How are you?,I am happy.,I am great!,I am good.,I am okay.,I am fine.
What is your name?,I'm Sam.,My name is Sam.,I am Sam.,My name is Theo.,I am Theo.
Nice to meet you!,Thank you!,Nice to meet you too!,Hi!,Nice to meet you!,You too!
Say goodbye!,Goodbye!,Good night!,See you!,Bye!,Bye-bye!
What color is this?,This is pink.,It is green.,Pink.,I see pink.,It is pink.
What animal do you see?,"Look, a cow!",A fish.,It is a cow.,I see a cow.,A cow.
Do you like water?,Yes!,"Yes, I like water.","No, I don't like water.",Yummy!,I love water!
What do you want to play with?,Let's play with the doll.,"The doll, please.",I want the doll.,"A teddy, please.",I like the doll.
How many do you see?,There are one.,I see one.,One toys.,Four.,One.
Who is this?,This is my mom.,My mom.,My sister.,This is Luca.,It is my mom.
Where are you?,I am home.,In the farm.,At the park.,I am at the park.,I am at school.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,Thanks!,"Thank you, friend!",Thank you very much!,Thank you!,Thanks a lot!
"Can I have some juice, please?",Please.,Yes.,"Yes, please.",Okay.,Here you are.
Hello!,"Hello, Benny!","Hi, friend!",Hi there!,Hi!,Hello!
How are you?,I am fine.,I am happy.,I am good.,I am okay.,I am great!
What is your name?,My name is Noor.,I am Noor.,I'm Noor.,I am Omar.,My name is Omar.
Nice to meet you!,Thank you!,You too!,Nice to meet you too!,Hi!,Nice to meet you!
Say goodbye!,Bye-bye!,Good night!,See you!,Goodbye!,Bye!
What color is this?,I see gray.,This is gray.,Gray.,It is green.,It is gray.
What animal do you see?,A fish.,It is a cow.,A cow.,"Look, a cow!",I see a cow.
Do you like water?,Yummy!,"Yes, I like water.",I love water!,"No, I don't like water.",Yes!
What do you want to play with?,I like the doll.,I want the doll.,"The doll, please.","A teddy, please.",Let's play with the doll.
How many do you see?,There are one.,One toys.,One.,Four.,I see one.
Who is this?,My sister.,This is my mom.,It is my mom.,This is Lila.,My mom.
Where are you?,I am home.,I am at school.,At the park.,In the farm.,I am at the park.
What can you do?,I can play.,I can run.,I can jump.,I can eat.,Okay.
Please say thank you.,"Thank you, friend!",Thank you!,Thanks a lot!,Thanks!,Thank you very much!
"Can I have some juice, please?",Please.,Yes.,Here you are.,Okay.,"Yes, please."
Hello!,Hi!,Hello!,"Hello, Benny!",Hi there!,"Hi, friend!"
How are you?,I am good.,I am happy.,I am fine.,I am great!,I am okay.
What is your name?,I am Zoe.,I'm Ken.,I am Ken.,My name is Ken.,My name is Zoe.
Nice to meet you!,Thank you!,Nice to meet you!,Hi!,Nice to meet you too!,You too!
Say goodbye!,See you!,Goodbye!,Bye-bye!,Bye!,Good night!
What color is this?,Blue.,It is blue.,It is green.,I see blue.,This is blue.
What animal do you see?,It is a pig.,A fish.,I see a pig.,"Look, a pig!",A pig.
Do you like water?,I love water!,Yes!,"Yes, I like water.",Yummy!,"No, I don't like water."
What do you want to play with?,Let's play with the doll.,I like the doll.,I want the doll.,"The doll, please.","A teddy, please."
How many do you see?,I see one.,One toys.,Four.,One.,There are one.
Who is this?,This is Nico.,This is my mom.,My mom.,My sister.,It is my mom.
Where are you?,In the farm.,I am at school.,I am home.,At the park.,I am at the park.
What can you do?,I can run.,I can play.,I can eat.,I can jump.,Okay.
Please say thank you.,Thank you very much!,Thanks a lot!,Thank you!,"Thank you, friend!",Thanks!
"Can I have some juice, please?",Yes.,Here you are.,"Yes, please.",Okay.,Please.
Hello!,Hi!,Hi there!,"Hello, Benny!","Hi, friend!",Hello!
How are you?,I am good.,I am fine.,I am great!,I am okay.,I am happy.
What is your name?,I am Lara.,I am Ken.,My name is Lara.,I'm Lara.,My name is Ken.
Nice to meet you!,Nice to meet you too!,Thank you!,You too!,Hi!,Nice to meet you!
Say goodbye!,Good night!,Bye-bye!,Bye!,Goodbye!,See you!
What color is this?,This is purple.,Purple.,It is purple.,It is green.,I see purple.
What animal do you see?,A fish.,It is a pig.,I see a pig.,A pig.,"Look, a pig!"
Do you like water?,"No, I don't like water.","Yes, I like water.",Yes!,Yummy!,I love water!
What do you want to play with?,"The doll, please.",I like the doll.,Let's play with the doll.,I want the doll.,"A teddy, please."
How many do you see?,One.,There are one.,Four.,One toys.,I see one.
Who is this?,It is my mom.,This is Ana.,My sister.,This is my mom.,My mom.
Where are you?,I am at the park.,In the farm.,I am at school.,I am home.,At the park.
What can you do?,I can jump.,I can run.,I can play.,I can eat.,Okay.
Please say thank you.,Thank you very much!,Thank you!,Thanks!,Thanks a lot!,"Thank you, friend!"
"Can I have some juice, please?",Here you are.,Yes.,Okay.,Please.,"Yes, please."
Hello!,"Hi, friend!",Hi!,Hello!,"Hello, Benny!",Hi there!
How are you?,I am fine.,I am good.,I am happy.,I am okay.,I am great!
What is your name?,My name is Yuki.,I'm Sam.,I am Sam.,My name is Sam.,I am Yuki.
Nice to meet you!,You too!,Hi!,Thank you!,Nice to meet you!,Nice to meet you too!
Say goodbye!,Goodbye!,Good night!,Bye-bye!,See you!,Bye!
What color is this?,It is black.,I see black.,Black.,This is black.,It is green.
What animal do you see?,It is a pig.,I see a pig.,A pig.,"Look, a pig!",A fish.
Do you like water?,"No, I don't like water.",Yes!,Yummy!,"Yes, I like water.",I love water!
What do you want to play with?,I want the doll.,I like the doll.,"A teddy, please.","The doll, please.",Let's play with the doll.
How many do you see?,One.,Four.,One toys.,I see one.,There are one.
Who is this?,It is my mom.,My sister.,My mom.,This is Luca.,This is my mom.
Where are you?,I am at the park.,At the park.,I am home.,I am at school.,In the farm.
What can you do?,I can run.,I can jump.,I can play.,I can eat.,Okay.
Please say thank you.,Thank you!,Thanks!,Thank you very much!,Thanks a lot!,"Thank you, friend!"
"Can I have some juice, please?",Here you are.,Yes.,Okay.,"Yes, please.",Please.
Hello!,Hello!,"Hi, friend!","Hello, Benny!",Hi!,Hi there!
How are you?,I am good.,I am okay.,I am great!,I am happy.,I am fine.
What is your name?,I am Noor.,My name is Noor.,I'm Noor.,Okay.,Okay.
Nice to meet you!,Nice to meet you too!,You too!,Hi!,Thank you!,Nice to meet you!
Say goodbye!,Goodbye!,Bye-bye!,Good night!,See you!,Bye!
What color is this?,It is green.,It is red.,Red.,This is red.,I see red.
What animal do you see?,A horse.,A fish.,I see a horse.,"Look, a horse!",It is a horse.
Do you like water?,"Yes, I like water.",Yummy!,I love water!,"No, I don't like water.",Yes!
What do you want to play with?,Let's play with the doll.,I want the doll.,I like the doll.,"A teddy, please.","The doll, please."
How many do you see?,I see one.,One.,There are one.,Four.,One toys.
Who is this?,My sister.,My mom.,This is Lila.,This is my mom.,It is my mom.
Where are you?,At the park.,I am at school.,I am home.,I am at the park.,In the farm.
What can you do?,I can run.,I can eat.,I can jump.,I can play.,Okay.
Please say thank you.,Thank you very much!,Thanks a lot!,Thank you!,"Thank you, friend!",Thanks!
"Can I have some juice, please?",Yes.,Okay.,Here you are.,Please.,"Yes, please."
Hello!,"Hi, friend!","Hello, Benny!",Hi!,Hi there!,Hello!
How are you?,I am okay.,I am fine.,I am happy.,I am good.,I am great!
What is your name?,I am Ken.,My name is Eli.,My name is Ken.,I'm Ken.,I am Eli.
Nice to meet you!,You too!,Nice to meet you!,Thank you!,Hi!,Nice to meet you too!
Say goodbye!,Bye!,See you!,Good night!,Goodbye!,Bye-bye!
What color is this?,It is orange.,It is green.,Orange.,This is orange.,I see orange.
What animal do you see?,A fish.,It is a horse.,I see a horse.,A horse.,"Look, a horse!"
Do you like water?,Yes!,Yummy!,"Yes, I like water.",I love water!,"No, I don't like water."
What do you want to play with?,Let's play with the doll.,"A teddy, please.","The doll, please.",I want the doll.,I like the doll.
How many do you see?,I see one.,One.,One toys.,There are one.,Four.
Who is this?,My mom.,It is my mom.,This is my mom.,This is Nico.,My sister.
Where are you?,In the farm.,I am at school.,I am home.,At the park.,I am at the park.
What can you do?,I can run.,I can eat.,I can jump.,I can play.,Okay.
Please say thank you.,Thanks!,Thanks a lot!,"Thank you, friend!",Thank you very much!,Thank you!
"Can I have some juice, please?","Yes, please.",Please.,Okay.,Here you are.,Yes.
Hello!,"Hello, Benny!","Hi, friend!",Hi there!,Hi!,Hello!
How are you?,I am fine.,I am good.,I am great!,I am happy.,I am okay.
What is your name?,My name is Lara.,I am Lara.,My name is Ana.,I'm Lara.,I am Ana.
Nice to meet you!,Nice to meet you too!,Thank you!,Nice to meet you!,You too!,Hi!
Say goodbye!,Goodbye!,See you!,Good night!,Bye!,Bye-bye!
What color is this?,I see brown.,Brown.,It is brown.,This is brown.,It is green.
What animal do you see?,I see a horse.,"Look, a horse!",A horse.,It is a horse.,A fish.
Do you like water?,"Yes, I like water.",Yummy!,Yes!,I love water!,"No, I don't like water."
What do you want to play with?,I want the doll.,"The doll, please.",Let's play with the doll.,"A teddy, please.",I like the doll.
How many do you see?,One.,One toys.,There are one.,I see one.,Four.
Who is this?,This is my mom.,My sister.,This is Ana.,It is my mom.,My mom.
Where are you?,In the farm.,I am at school.,I am at the park.,At the park.,I am home.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,Thank you!,Thanks a lot!,"Thank you, friend!",Thank you very much!,Thanks!
"Can I have some juice, please?",Here you are.,"Yes, please.",Please.,Okay.,Yes.
Hello!,Hello!,Hi!,"Hello, Benny!","Hi, friend!",Hi there!
How are you?,I am great!,I am good.,I am fine.,I am happy.,I am okay.
What is your name?,My name is Sam.,I am Sam.,My name is Rui.,I am Rui.,I'm Sam.
Nice to meet you!,Hi!,Nice to meet you!,Thank you!,Nice to meet you too!,You too!
Say goodbye!,Bye!,Goodbye!,Good night!,Bye-bye!,See you!
What color is this?,It is gold.,I see gold.,It is green.,This is gold.,Gold.
What animal do you see?,"Look, a horse!",It is a horse.,A fish.,A horse.,I see a horse.
Do you like water?,Yummy!,I love water!,"No, I don't like water.",Yes!,"Yes, I like water."
What do you want to play with?,I like the doll.,Let's play with the doll.,"The doll, please.",I want the doll.,"A teddy, please."
How many do you see?,Four.,There are one.,I see one.,One.,One toys.
Who is this?,My mom.,This is Luca.,My sister.,This is my mom.,It is my mom.
Where are you?,I am home.,At the park.,I am at the park.,I am at school.,In the farm.
What can you do?,I can run.,I can play.,I can jump.,I can eat.,Okay.
Please say thank you.,Thanks!,"Thank you, friend!",Thanks a lot!,Thank you!,Thank you very much!
"Can I have some juice, please?",Okay.,Here you are.,Please.,"Yes, please.",Yes.
Hello!,"Hi, friend!","Hello, Benny!",Hi!,Hi there!,Hello!
How are you?,I am good.,I am happy.,I am fine.,I am great!,I am okay.
What is your name?,I'm Noor.,My name is Nico.,My name is Noor.,I am Noor.,I am Nico.
Nice to meet you!,Thank you!,You too!,Nice to meet you!,Hi!,Nice to meet you too!
Say goodbye!,Bye!,Bye-bye!,Good night!,Goodbye!,See you!
What color is this?,I see green.,It is green.,Green.,This is green.,Okay.
What animal do you see?,I see a sheep.,It is a sheep.,A fish.,"Look, a sheep!",A sheep.
Do you like water?,I love water!,Yummy!,"No, I don't like water.",Yes!,"Yes, I like water."
What do you want to play with?,"The doll, please.",I want the doll.,I like the doll.,"A teddy, please.",Let's play with the doll.
How many do you see?,There are one.,One.,One toys.,Four.,I see one.
Who is this?,My mom.,It is my mom.,This is Lila.,This is my mom.,My sister.
Where are you?,At the park.,In the farm.,I am at the park.,I am at school.,I am home.
What can you do?,I can jump.,I can play.,I can eat.,I can run.,Okay.
Please say thank you.,Thank you very much!,"Thank you, friend!",Thank you!,Thanks!,Thanks a lot!
"Can I have some juice, please?",Here you are.,Please.,Okay.,"Yes, please.",Yes.
Hello!,"Hello, Benny!",Hello!,"Hi, friend!",Hi!,Hi there!
How are you?,I am okay.,I am good.,I am happy.,I am fine.,I am great!
What is your name?,I am Leo.,I am Ken.,I'm Ken.,My name is Ken.,My name is Leo.
Nice to meet you!,Thank you!,You too!,Hi!,Nice to meet you!,Nice to meet you too!
Say goodbye!,Goodbye!,Bye-bye!,Good night!,Bye!,See you!
What color is this?,I see pink.,Pink.,This is pink.,It is pink.,It is green.
What animal do you see?,A fish.,It is a sheep.,A sheep.,I see a sheep.,"Look, a sheep!"
Do you like water?,"Yes, I like water.",Yummy!,I love water!,"No, I don't like water.",Yes!
What do you want to play with?,I want the doll.,"The doll, please.",I like the doll.,"A teddy, please.",Let's play with the doll.
How many do you see?,I see one.,There are one.,One.,One toys.,Four.
Who is this?,My mom.,This is Nico.,This is my mom.,It is my mom.,My sister.
Where are you?,I am home.,In the farm.,I am at the park.,At the park.,I am at school.
What can you do?,I can play.,I can eat.,I can run.,I can jump.,Okay.
Please say thank you.,Thank you very much!,Thanks a lot!,"Thank you, friend!",Thanks!,Thank you!
"Can I have some juice, please?",Here you are.,Please.,Okay.,Yes.,"Yes, please."
Hello!,"Hello, Benny!","Hi, friend!",Hi there!,Hello!,Hi!
How are you?,I am fine.,I am great!,I am good.,I am okay.,I am happy.
What is your name?,I am Theo.,My name is Lara.,My name is Theo.,I am Lara.,I'm Lara.
Nice to meet you!,Hi!,Nice to meet you too!,Nice to meet you!,You too!,Thank you!
Say goodbye!,Good night!,Bye-bye!,Bye!,Goodbye!,See you!
What color is this?,I see gray.,It is gray.,It is green.,This is gray.,Gray.
What animal do you see?,A sheep.,I see a sheep.,It is a sheep.,"Look, a sheep!",A fish.
Do you like water?,Yummy!,"Yes, I like water.","No, I don't like water.",I love water!,Yes!
What do you want to play with?,I want the doll.,"A teddy, please.","The doll, please.",I like the doll.,Let's play with the doll.
How many do you see?,There are one.,Four.,One toys.,I see one.,One.
Who is this?,My mom.,My sister.,This is my mom.,This is Ana.,It is my mom.
Where are you?,I am at the park.,I am at school.,At the park.,I am home.,In the farm.
What can you do?,I can run.,I can jump.,I can eat.,I can play.,Okay.
Please say thank you.,Thank you!,Thank you very much!,"Thank you, friend!",Thanks a lot!,Thanks!
"Can I have some juice, please?","Yes, please.",Okay.,Yes.,Please.,Here you are.
Hello!,Hello!,Hi there!,Hi!,"Hello, Benny!","Hi, friend!"
How are you?,I am good.,I am okay.,I am fine.,I am great!,I am happy.
What is your name?,I'm Sam.,I am Sam.,My name is Sam.,My name is Lara.,I am Lara.
Nice to meet you!,You too!,Nice to meet you too!,Nice to meet you!,Thank you!,Hi!
Say goodbye!,Goodbye!,Bye!,Good night!,Bye-bye!,See you!
What color is this?,This is yellow.,It is green.,It is yellow.,I see yellow.,Yellow.
What animal do you see?,I see a lion.,It is a lion.,A fish.,"Look, a lion!",A lion.
Do you like water?,I love water!,Yummy!,"No, I don't like water.","Yes, I like water.",Yes!
What do you want to play with?,"A teddy, please.",I like the doll.,"The doll, please.",Let's play with the doll.,I want the doll.
How many do you see?,I see one.,Four.,One.,One toys.,There are one.
Who is this?,It is my mom.,My mom.,This is my mom.,This is Luca.,My sister.
Where are you?,I am home.,In the farm.,At the park.,I am at school.,I am at the park.
What can you do?,I can eat.,I can run.,I can jump.,I can play.,Okay.
Please say thank you.,Thanks!,Thank you!,Thanks a lot!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?","Yes, please.",Please.,Here you are.,Okay.,Yes.
Hello!,"Hello, Benny!",Hi there!,Hi!,Hello!,"Hi, friend!"
How are you?,I am happy.,I am okay.,I am great!,I am good.,I am fine.
What is your name?,My name is Noor.,I am Zoe.,I'm Noor.,I am Noor.,My name is Zoe.
Nice to meet you!,Nice to meet you too!,Hi!,Nice to meet you!,You too!,Thank you!
Say goodbye!,Good night!,Goodbye!,Bye-bye!,Bye!,See you!
What color is this?,Purple.,I see purple.,This is purple.,It is green.,It is purple.
What animal do you see?,It is a lion.,A lion.,I see a lion.,A fish.,"Look, a lion!"
Do you like water?,"No, I don't like water.",Yummy!,Yes!,I love water!,"Yes, I like water."
What do you want to play with?,"The doll, please.","A teddy, please.",I want the doll.,I like the doll.,Let's play with the doll.
How many do you see?,There are one.,One toys.,One.,Four.,I see one.
Who is this?,My sister.,My mom.,This is my mom.,It is my mom.,This is Lila.
Where are you?,At the park.,In the farm.,I am at school.,I am home.,I am at the park.
What can you do?,I can run.,I can play.,I can eat.,I can jump.,Okay.
Please say thank you.,"Thank you, friend!",Thank you very much!,Thank you!,Thanks a lot!,Thanks!
"Can I have some juice, please?",Okay.,Here you are.,Please.,Yes.,"Yes, please."
Hello!,Hi!,"Hi, friend!",Hello!,"Hello, Benny!",Hi there!
How are you?,I am happy.,I am great!,I am good.,I am okay.,I am fine.
What is your name?,My name is Ken.,I am Ken.,I'm Ken.,Okay.,Okay.
Nice to meet you!,Thank you!,Nice to meet you!,You too!,Hi!,Nice to meet you too!
Say goodbye!,See you!,Bye-bye!,Good night!,Goodbye!,Bye!
What color is this?,It is white.,It is green.,White.,This is white.,I see white.
What animal do you see?,I see a lion.,A fish.,It is a lion.,"Look, a lion!",A lion.
Do you like water?,"Yes, I like water.",Yes!,"No, I don't like water.",Yummy!,I love water!
What do you want to play with?,"The doll, please.",Let's play with the doll.,"A teddy, please.",I like the doll.,I want the doll.
How many do you see?,There are one.,Four.,One.,I see one.,One toys.
Who is this?,It is my mom.,My mom.,This is Nico.,This is my mom.,My sister.
Where are you?,I am at school.,In the farm.,I am home.,At the park.,I am at the park.
What can you do?,I can jump.,I can run.,I can eat.,I can play.,Okay.
Please say thank you.,"Thank you, friend!",Thank you very much!,Thank you!,Thanks!,Thanks a lot!
"Can I have some juice, please?",Here you are.,Please.,"Yes, please.",Yes.,Okay.
Hello!,"Hello, Benny!","Hi, friend!",Hi there!,Hi!,Hello!
How are you?,I am fine.,I am great!,I am good.,I am okay.,I am happy.
What is your name?,I am Yuki.,I'm Lara.,I am Lara.,My name is Lara.,My name is Yuki.
Nice to meet you!,Thank you!,Nice to meet you too!,Nice to meet you!,You too!,Hi!
Say goodbye!,See you!,Goodbye!,Bye!,Good night!,Bye-bye!
What color is this?,Red.,I see red.,It is red.,This is red.,It is green.
What animal do you see?,A tiger.,It is a tiger.,I see a tiger.,"Look, a tiger!",A fish.
Do you like water?,Yes!,"No, I don't like water.","Yes, I like water.",Yummy!,I love water!
What do you want to play with?,"A teddy, please.",Let's play with the doll.,"The doll, please.",I want the doll.,I like the doll.
How many do you see?,There are one.,Four.,One toys.,One.,I see one.
Who is this?,This is my mom.,My sister.,This is Ana.,My mom.,It is my mom.
Where are you?,I am home.,I am at the park.,At the park.,I am at school.,In the farm.
What can you do?,I can play.,I can run.,I can jump.,I can eat.,Okay.
Please say thank you.,Thank you!,"Thank you, friend!",Thank you very much!,Thanks!,Thanks a lot!
"Can I have some juice, please?",Okay.,Please.,"Yes, please.",Here you are.,Yes.
Hello!,Hi!,"Hi, friend!","Hello, Benny!",Hello!,Hi there!
How are you?,I am good.,I am happy.,I am okay.,I am great!,I am fine.
What is your name?,I am Sam.,I'm Sam.,My name is Sam.,I am Luca.,My name is Luca.
Nice to meet you!,You too!,Thank you!,Hi!,Nice to meet you!,Nice to meet you too!
Say goodbye!,See you!,Goodbye!,Bye!,Good night!,Bye-bye!
What color is this?,I see orange.,It is green.,This is orange.,It is orange.,Orange.
What animal do you see?,It is a tiger.,A tiger.,"Look, a tiger!",I see a tiger.,A fish.
Do you like water?,I love water!,"No, I don't like water.",Yes!,Yummy!,"Yes, I like water."
What do you want to play with?,I like the doll.,Let's play with the doll.,I want the doll.,"The doll, please.","A teddy, please."
How many do you see?,One.,There are one.,One toys.,Four.,I see one.
Who is this?,My mom.,This is my mom.,This is Luca.,My sister.,It is my mom.
Where are you?,I am at school.,In the farm.,At the park.,I am home.,I am at the park.
What can you do?,I can jump.,I can run.,I can play.,I can eat.,Okay.
Please say thank you.,Thanks a lot!,Thanks!,"Thank you, friend!",Thank you very much!,Thank you!
"Can I have some juice, please?",Okay.,Yes.,Please.,"Yes, please.",Here you are.
Hello!,Hi there!,"Hello, Benny!",Hello!,Hi!,"Hi, friend!"
How are you?,I am happy.,I am good.,I am fine.,I am okay.,I am great!
What is your name?,I am Eli.,My name is Noor.,I am Noor.,My name is Eli.,I'm Noor.
Nice to meet you!,You too!,Nice to meet you!,Nice to meet you too!,Thank you!,Hi!
Say goodbye!,Goodbye!,Bye-bye!,Bye!,See you!,Good night!
What color is this?,This is black.,It is green.,I see black.,Black.,It is black.
What animal do you see?,A fish.,"Look, a tiger!",I see a tiger.,A tiger.,It is a tiger.
Do you like water?,Yummy!,"Yes, I like water.","No, I don't like water.",I love water!,Yes!
What do you want to play with?,I like the doll.,I want the doll.,"A teddy, please.","The doll, please.",Let's play with the doll.
How many do you see?,I see one.,One toys.,There are one.,Four.,One.
Who is this?,This is my mom.,My sister.,My mom.,This is Lila.,It is my mom.
Where are you?,At the park.,In the farm.,I am at school.,I am home.,I am at the park.
What can you do?,I can jump.,I can eat.,I can run.,I can play.,Okay.
Please say thank you.,Thank you very much!,Thanks!,Thanks a lot!,Thank you!,"Thank you, friend!"
"Can I have some juice, please?",Here you are.,"Yes, please.",Please.,Okay.,Yes.
Hello!,Hi there!,Hi!,"Hi, friend!","Hello, Benny!",Hello!
How are you?,I am happy.,I am great!,I am okay.,I am fine.,I am good.
What is your name?,I am Ken.,I'm Ken.,I am Ana.,My name is Ana.,My name is Ken.
Nice to meet you!,Thank you!,You too!,Nice to meet you!,Hi!,Nice to meet you too!
Say goodbye!,See you!,Goodbye!,Bye!,Good night!,Bye-bye!
What color is this?,I see gold.,This is gold.,It is green.,Gold.,It is gold.
What animal do you see?,A fish.,A bear.,I see a bear.,It is a bear.,"Look, a bear!"
Do you like water?,Yummy!,I love water!,"Yes, I like water.",Yes!,"No, I don't like water."
What do you want to play with?,I like the doll.,"A teddy, please.",Let's play with the doll.,I want the doll.,"The doll, please."
How many do you see?,Four.,One toys.,I see one.,One.,There are one.
Who is this?,My mom.,This is my mom.,My sister.,It is my mom.,This is Nico.
Where are you?,I am at school.,In the farm.,I am at the park.,At the park.,I am home.
What can you do?,I can eat.,I can jump.,I can run.,I can play.,Okay.
Please say thank you.,Thanks a lot!,Thanks!,Thank you!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?",Okay.,Yes.,Here you are.,Please.,"Yes, please."
Hello!,"Hi, friend!",Hi there!,"Hello, Benny!",Hello!,Hi!
